comment,product_id,version_id,usage,usage_fil,enc_no,enc_name,edn_no,edn_date,upd_no,upd_date,comp_scale,min_x,min_y,max_x,max_y,USAGE_ID,NAME,DATSET,COMMEN,PRODUCT_STATUS,SETISSUEDATEONEXPORT,COMPSC,MIN_X,MIN_Y,MAX_X,MAX_Y
unchanged,351,46801,Approach,22000,NZ414907,NZ414907 - Possession islands,1,,0,20140205,45000,170.6,-72.0416667,171.3966667,-71.7016667,17,,,NZ414907 -,Active,Y,,,,,
unchanged,342,45301,Approach,22000,NZ41493E,NZ41493E - Approaches to Scott Island - East,1,,0,20140116,45000,179.5333333,-67.6666667,179.9998333,-67,16,,,NZ41493E -,Active,Y,,,,,
unchanged,347,45802,Approach,22000,NZ41493W,NZ41493E - Approaches to Scott Island - West,1,,0,20140121,45000,-179.9998333,-67.6666667,-179.35,-67,16,,,NZ41493W -,Active,Y,,,,,
unchanged,349,46501,Approach,22000,NZ414961,NZ414961 - Cape Hallett,1,,0,20140131,45000,169.8316667,-72.3666667,170.745,-72.1516667,17,,,NZ414961 -,Active,Y,,,,,
unchanged,353,47001,Approach,22000,NZ414962,NZ414962 - Cape Adare,1,,0,20140131,45000,169.9333333,-71.3666667,170.8,-71.155,17,,,NZ414962 -,Active,Y,,,,,
unchanged,604,367918,Approach,22000,NZ422251,NZ422251 - Raoul Island,1,,0,20170923,22000,-178.0166667,-29.33,-177.8216666,-29.1983333,19,,,NZ422251 -,Active,Y,,,,,
unchanged,605,367919,Approach,22000,NZ422252,NZ422252 - Curtis and Cheeseman Islands,1,,0,20170923,22000,-178.605,-30.6016667,-178.5083333,-30.475,19,,,NZ422252 -,Active,Y,,,,,
unchanged,606,367920,Approach,22000,NZ422253,NZ422253 - Macauley Island,1,,0,20170923,22000,-178.4766667,-30.2933333,-178.38,-30.1666667,19,,,NZ422253 -,Active,Y,,,,,
unchanged,607,368901,Approach,22000,NZ424111,NZ424111 - Snares Islands/Tini Heke,1,,0,20170925,22000,166.4333333,-48.1,166.6883333,-47.9699999,19,,,NZ424111 -,Active,Y,,,,,
unchanged,602,367916,Approach,22000,NZ424112,NZ424112 - Solander Island (Hautere),1,,0,20170925,22000,166.8166667,-46.64,166.9999998,-46.5099999,19,,,NZ424112 -,Active,Y,,,,,
unchanged,567,546903,Approach,22000,NZ428621,NZ428621 - Enderby Island to Smith Harbour,2,,2,20191003,45000,166.125,-50.7416667,166.3883333,-50.4583333,17,,,NZ428621 -,Active,Y,,,,,
unchanged,568,547903,Approach,22000,NZ428622,NZ428622 - Smith Harbour to South Cape,2,,1,20191003,45000,165.8666667,-50.9416667,166.3,-50.6583333,17,,,NZ428622 -,Active,Y,,,,,
unchanged,611,370903,Approach,22000,NZ431111,NZ431111 - Perseverance Harbour,1,,0,20171019,45000,169.1286667,-52.6033333,169.34,-52.5333333,17,,,NZ431111 -,Active,Y,,,,,
unchanged,612,370904,Approach,22000,NZ431112,NZ431112 - Bounty Islands,1,,0,20171009,22000,178.9916667,-47.78605,179.08625,-47.72225,20,,,NZ431112 -,Active,Y,,,,,
unchanged,614,370908,Approach,22000,NZ431113,NZ431113 - Anchorage Bay,1,,0,20171009,22000,178.7733333,-49.6947223,178.845,-49.6216667,20,,,NZ431113 -,Active,Y,,,,,
unchanged,526,265901,Approach,22000,NZ451141,NZ451141 - NZ5114 - Doubtless Bay,2,,0,20170322,22000,173.365,-34.9983333,173.5766666,-34.7716666,18,,,NZ451141 -,Active,Y,,,,,
unchanged,527,363902,Approach,22000,NZ451142,NZ451142 - NZ5114 - Whangaroa Harbour and Approaches,2,,1,20170811,22000,173.6933333,-35.0836667,173.8258335,-34.9416666,20,,,NZ451142 -,Active,Y,,,,,
unchanged,858,641902,Approach,22000,NZ455511,NZ455511 - Tokomaru Bay,3,,0,20200907,22000,178.2833333,-38.18,178.4166668,-38.0900001,18,,,NZ455511 -,Active,Y,,,,,
unchanged,859,642903,Approach,22000,NZ455512,NZ455512 - Waipiro Bay,3,,0,20200909,22000,178.2833333,-38.0666667,178.4166668,-38,18,,,NZ455512 -,Active,Y,,,,,
update,837,608903,,,NZ455513,NZ455513 - Hicks Bay,2,,0,20201005,22000,178.27,-37.6,178.3600002,-37.5549999,18,,,NZ455513 -,Active,Y,,,,,
unchanged,861,646902,Approach,22000,NZ455513,NZ455513 - Hicks Bay,3,,0,20201005,22000,178.27,-37.6,178.3600002,-37.5549999,18,,,NZ455513 -,Active,Y,,,,,
update,838,609902,,,NZ455514,NZ455514 - Anaura Bay,2,,0,20201005,22000,178.2833333,-38.2633333,178.4250002,-38.2166669,18,,,NZ455514 -,Active,Y,,,,,
unchanged,862,646903,Approach,22000,NZ455514,NZ455514 - Anaura Bay,3,,0,20201005,22000,178.2833333,-38.2633333,178.4250002,-38.2166669,18,,,NZ455514 -,Active,Y,,,,,
update,839,610902,,,NZ455515,NZ455515 - Tolaga Bay,2,,0,20201005,22000,178.2666667,-38.3933333,178.4083336,-38.3333333,18,,,NZ455515 -,Active,Y,,,,,
unchanged,863,646904,Approach,22000,NZ455515,NZ455515 - Tolaga Bay,3,,0,20201005,22000,178.2666667,-38.3933333,178.4083336,-38.3333333,18,,,NZ455515 -,Active,Y,,,,,
unchanged,652,628902,Approach,22000,NZ461511,"NZ461511 - NZ6151 - Approaches to Te Aumiti, French Pass",2,,3,20200720,22000,173.7133307,-41.035,173.9821659,-40.8816667,19,,,NZ461511 -,Active,Y,,,,,
unchanged,621,628903,Approach,22000,NZ461512,NZ461512 - Forsyth And Guards Bays,1,,2,20200721,22000,174.0066667,-41.0566667,174.1633333,-40.9249999,19,,,NZ461512 -,Active,Y,,,,,
unchanged,618,372907,Approach,22000,NZ461513,NZ461513 - Stephens Passage,1,,0,20171129,22000,173.9366667,-40.7033333,174.0166665,-40.6549999,19,,,NZ461513 -,Active,Y,,,,,
unchanged,617,372905,Approach,22000,NZ461514,NZ461514 - Te Anamahanga / Port Gore,1,,0,20171129,22000,174.165,-41.0733333,174.2316667,-41.0283333,19,,,NZ461514 -,Active,Y,,,,,
unchanged,740,544905,Approach,22000,NZ461531,NZ461531 - Queen Charlotte Sound / Totaranui - Kurakura Point to Cape Koamaru,3,,2,20190916,22000,174.1116665,-41.2,174.4033335,-41.0849999,18,,,NZ461531 -,Active,Y,,,,,
unchanged,739,496902,Approach,22000,NZ461532,NZ461532 - Queen Charlotte Sound / Totaranui And Tory Channel / Kura Te Au,4,,0,20190211,22000,173.9,-41.29,174.4033335,-41.2,18,,,NZ461532 -,Active,Y,,,,,
unchanged,736,491904,Approach,22000,NZ462122,NZ462122 - KAIKOURA PENINSULA,4,,0,20190204,22000,173.55,-42.4916667,173.7783331,-42.3166666,19,,,NZ462122 -,Active,Y,,,,,
unchanged,666,403901,Approach,22000,NZ462123,NZ462123 - Te Whanganui / Port Underwood,1,,0,20180222,22000,174.06,-41.3833333,174.2650003,-41.2816667,19,,,NZ462123 -,Active,Y,,,,,
unchanged,546,315901,Approach,22000,NZ469121,NZ469121 - Stewart Island/Rakiura - Port Pegasus/Pikihatiti,1,,0,20170607,22000,167.4916667,-47.3066667,167.8283333,-47.1333333,18,,,NZ469121 -,Active,Y,,,,,
unchanged,548,571902,Approach,22000,NZ469122,NZ469122 - Stewart Island/Rakiura - Port Adventure and Lords River/ Tukaekawetoweto,1,,2,20200302,22000,167.9966667,-47.1666667,168.3333334,-46.9916667,18,,,NZ469122 -,Active,Y,,,,,
unchanged,551,320901,Approach,22000,NZ469123,NZ469123 - Stewart Island/Rakiura - Easy Harbour,1,,0,20170515,22000,167.5,-47.1916667,167.5916668,-47.125,18,,,NZ469123 -,Active,Y,,,,,
unchanged,538,516902,Harbour,4000,NZ500057,NZ500057 - Castle Point Anchorage,2,,3,20190329,12000,176.2116719,-40.913326,176.2424893,-40.8866626,22,,,NZ500057 -,Active,Y,,,,,
unchanged,759,509904,Harbour,12000,NZ500232,NZ500232 - Tapuaeharuru Bay,1,,0,20200610,12000,175.985,-38.7466667,176.0966667,-38.6733333,21,,,NZ500232 -,Active,Y,,,,,
unchanged,826,591902,Harbour,12000,NZ500252,NZ500252 - Frankton Arm to Queenstown Bay,1,,0,20200608,12000,168.6375,-45.0541667,168.7416667,-45.0133333,21,,,NZ500252 -,Active,Y,,,,,
unchanged,788,555905,Harbour,4000,NZ500542,NZ500542 - Ohiwa Harbour Entrance,3,,0,20191126,22000,177.1000032,-38.0000026,177.1666681,-37.9791705,20,,,NZ500542 -,Active,Y,,,,,
unchanged,565,339901,Harbour,4000,NZ500955,NZ500955 - Arutanga Anchorage,2,,0,20170614,12000,-159.8231317,-18.8756434,-159.7931317,-18.8430433,22,,,NZ500955 -,Active,Y,,,,,
unchanged,603,367917,Harbour,4000,NZ502411,NZ502411 - Ho Ho Bay,1,,0,20170925,4000,166.6041671,-48.0275,166.6256665,-48.0191672,24,,,NZ502411 -,Active,Y,,,,,
unchanged,488,201901,Harbour,4000,NZ504212,NZ504212 - Bar and Entrance,1,,0,20160913,12000,173.3283333,-35.5566667,173.3916667,-35.5066667,21,,,NZ504212 -,Active,Y,,,,,
unchanged,698,449902,Harbour,4000,NZ504314,NZ504314 - Manukau Harbour-LPG Terminal Approaches,3,,0,20180705,12000,174.8235164,-37.0398663,174.8293494,-37.0359835,23,,,NZ504314 -,Active,Y,,,,,
unchanged,700,449904,Harbour,4000,NZ504315,NZ504315 - NZ4315 - Approaches to Onehunga,3,,0,20180706,12000,174.5983331,-37.0316669,174.7966668,-36.9266669,21,,,NZ504315 -,Active,Y,,,,,
unchanged,743,502909,Harbour,4000,NZ504421,NZ504421 - Raglan Harbour (Whaingaroa),2,,0,20190315,12000,174.7983333,-37.8283347,174.8883333,-37.7766667,22,,,NZ504421 -,Active,Y,,,,,
unchanged,798,564902,Harbour,4000,NZ504423,NZ504423 - Kawhia Harbour,2,,0,20200518,12000,174.6816667,-38.14,174.825,-38.0566666,21,,,NZ504423 -,Active,Y,,,,,
unchanged,756,508905,Harbour,4000,NZ504432,NZ504432 - PORT TARANAKI,2,,0,20190521,8000,173.9978333,-39.065,174.0576667,-39.03,23,,,NZ504432 -,Active,Y,,,,,
unchanged,832,595902,Harbour,4000,NZ504541,NZ504541 - Approaches to Wanganui,2,,0,20200512,12000,174.9383333,-39.9833333,175.0516668,-39.9216666,22,,,NZ504541 -,Active,Y,,,,,
unchanged,853,633904,Harbour,4000,NZ504632,NZ504632 - Approaches to Porirua Harbour,3,,0,20200803,12000,174.755,-41.1183333,174.8749999,-41.0516667,22,,,NZ504632 -,Active,Y,,,,,
unchanged,625,465903,Harbour,4000,NZ505121,NZ505121,2,,1,20181025,12000,173.80256,-35.057,174.0166667,-34.9433333,21,,,NZ505121 -,Active,Y,,,,,
unchanged,418,624905,Harbour,4000,NZ505124,NZ505124 - Approaches to Opua,1,,4,20200701,12000,174.0708333,-35.3266665,174.1916667,-35.24,22,,,NZ505124 -,Active,Y,,,,,
unchanged,705,653908,Harbour,4000,NZ505214,NZ505214-Approaches to Marsden Point,6,,5,20201105,12000,174.4266666,-35.9166667,174.6216666,-35.815,21,,,NZ505214 -,Active,Y,,,,,
unchanged,742,638903,Harbour,4000,NZ505215,NZ505215 - Whangarei Harbour,6,,1,20200902,12000,174.3116666,-35.8333333,174.5066665,-35.7199999,21,,,NZ505215 -,Active,Y,,,,,
unchanged,860,653909,Harbour,4000,NZ505216,"NZ505216 - North Island - East Coast- Poor Knights Islands, High Peak Rocks and Sugarloaf Rock",2,,1,20201105,12000,174.6666667,-35.5933333,174.805,-35.4166667,21,,,STED:3.1.3,Active,Y,,,,,
unchanged,563,463901,Harbour,4000,NZ505223,NZ505223 - Great Barrier Island (Northwestern Part),3,,1,20181010,22000,175.2533333,-36.2333333,175.4283333,-36.0133333,20,,,NZ505223 -,Active,Y,,,,,
unchanged,559,329901,Harbour,4000,NZ505224,NZ505224 - Great Barrier Island (Southern Part),2,,0,20170608,22000,175.2533333,-36.3583333,175.525,-36.2166667,20,,,NZ505224 -,Active,Y,,,,,
unchanged,396,60101,Harbour,4000,NZ505314,NZ505314 - Mercury Islands,1,,1,20150826,22000,175.7125,-36.7108333,175.9866667,-36.565,20,,,NZ505314 -,Active,Y,,,,,
unchanged,406,555903,Harbour,4000,NZ505315,NZ505315 - - Mercury Bay,2,,2,20191125,22000,175.7125,-36.84,175.9866667,-36.7108333,20,,,NZ505315 -,Active,Y,,,,,
unchanged,485,555902,Harbour,4000,NZ505316,NZ505316 - Whitianga Harbour,2,,2,20191125,8000,175.6783333,-36.8608333,175.7333333,-36.8033333,23,,,NZ505316 -,Active,Y,,,,,
current,687,636903,Harbour,4000,NZ505322,North Island - East Coast - Auckland Harbour East,4,20180607,6,20200817,12000,174.73528,-36.8625,174.86667,-36.72667,,,,,,,,,,,
update,874,655904,,,NZ505322,NZ505322 - Auckland Harbour - East,5,,0,20201111,12000,174.7352778,-36.8625,174.8666667,-36.7266667,21,,,NZ505322 -,Active,Y,,,,,
current,226,251902,Harbour,4000,NZ505323,North Island - East Coast - Auckland Harbour West,3,20120720,3,20170111,12000,174.595,-36.86333,174.78994,-36.75833,,,,,,,,,,,
update,876,656902,,,NZ505323,NZ505323 - Auckland Harbour - West,4,20120720,0,20201111,12000,174.595,-36.8633333,174.7899376,-36.7583333,21,,,NZ505323 -,Active,Y,,,,,
unchanged,663,550902,Harbour,4000,NZ505325,NZ505325 - TAMAKI RIVER,3,,2,20191014,12000,174.8383333,-36.95,174.925,-36.8233333,22,,,NZ505325 -,Active,Y,,,,,
unchanged,561,551904,Harbour,4000,NZ505328,NZ505328 - NZ5328 - Coromandel Harbour,2,,3,20191025,12000,175.3750034,-36.875,175.5166633,-36.6983318,21,,,NZ505328 -,Active,Y,,,,,
unchanged,470,635905,Harbour,4000,NZ505571,NZ505571 - Gisborne Harbour and Entrance,2,,5,20200813,8000,177.9835,-38.7,178.0335,-38.6683333,23,,,NZ505571 -,Active,Y,,,,,
unchanged,702,622903,Harbour,4000,NZ505612,NZ505612 - NZ5612 - Napier Roads,5,,2,20200622,22000,176.8633306,-39.4816614,177.0466694,-39.3549983,20,,,NZ505612 -,Active,Y,,,,,
unchanged,408,463903,Harbour,4000,NZ506141,NZ506141 - NZ614 - Tasman Bay - Mapua,2,,1,20181010,12000,173.0966667,-41.2633333,173.1433333,-41.2366667,21,,,NZ506141 -,Active,N,,,,,
unchanged,409,61001,Harbour,4000,NZ506142,NZ506142 - South Island - North Coast - Tasman Bay - Port Motueka,3,,0,20150916,12000,173.0166667,-41.1566667,173.06,-41.1316667,21,,,NZ506142 -,Active,N,,,,,
unchanged,619,477905,Harbour,4000,NZ506151,NZ506151 - Te Aumiti / French Pass,1,,1,20181130,8000,173.8083333,-40.9333368,173.8516655,-40.9133373,23,,,NZ506151 -,Active,Y,,,,,
unchanged,630,539902,Harbour,4000,NZ506152,NZ506152 - Havelock,1,,1,20190807,12000,173.7633202,-41.2833303,173.8105294,-41.2533191,22,,,NZ506152 -,Active,Y,,,,,
unchanged,783,645902,Harbour,4000,NZ506321,NZ506321 - Lyttelton Harbour/Whakaraupo,4,,3,20200928,22000,172.6346669,-43.69,172.9368334,-43.5483333,20,,,NZ506321 -,Active,Y,,,,,
unchanged,508,237901,Harbour,4000,NZ506324,NZ406324 - NZ6324 - South Island - East Coast - Akaroa Harbour - French Bay,4,,0,20161205,12000,172.9425,-43.8166667,172.97,-43.7966667,22,,,NZ506324 -,Active,Y,,,,,
unchanged,454,580902,Harbour,4000,NZ506422,NZ506422 - Timaru Harbour,2,,4,20200330,8000,171.2421663,-44.4050008,171.2843338,-44.3650006,24,,,NZ506422 -,Active,Y,,,,,
unchanged,459,148901,Harbour,4000,NZ506433,NZ506433 - OAMARU HARBOUR,1,,0,20160527,8000,170.955,-45.1381667,171.0166669,-45.08167,23,,,NZ506433 -,Active,Y,,,,,
unchanged,692,559905,Harbour,4000,NZ506612,NZ506612 - Otago Harbour,3,,2,20200106,12000,170.4935,-45.8951668,170.7435001,-45.7401667,22,,,NZ506612 -,Active,Y,,,,,
unchanged,558,350902,Harbour,4000,NZ506821,NZ506821 - Bluff Harbour and Entrance,3,,1,20170705,12000,168.3183333,-46.665,168.4166667,-46.5655125,22,,,NZ506821 -,Active,Y,,,,,
unchanged,553,570903,Harbour,4000,NZ506825,Stewart Island - Horseshoe Bay to Prices Inlet,2,,1,20200228,12000,168.0386667,-46.94,168.18,-46.8683333,22,,,NZ506825 -,Active,Y,,,,,
update,843,614902,,,NZ507132,NZ507132 -  Wesport Harbour,2,,0,20201007,8000,171.5761666,-41.7566676,171.6025003,-41.7041668,24,,,NZ507132 -,Active,Y,,,,,
unchanged,865,647905,Harbour,4000,NZ507132,NZ507132 -  Wesport Harbour,3,,0,20201007,8000,171.5761666,-41.7566676,171.6025003,-41.7041668,24,,,NZ507132 -,Active,Y,,,,,
unchanged,850,653905,Harbour,4000,NZ507142,NZ507142-Greymouth Hbr,3,,1,20201105,8000,171.1583334,-42.4666704,171.2200002,-42.4250014,23,,,STED:3.1.3,Active,Y,,,,,
unchanged,93,63101,Harbour,4000,NZ507621,NZ507621 - NZ7621 - South Island - Milford Sound / Piopiotahi,1,20100414,1,20160406,22000,167.735,-44.7,167.935,-44.48,20,,,NZ507621 -,Active,N,,,,,
update,846,618902,,,NZ507621,NZ507621 - Milford Sound/Piopiotahi,2,,0,20200613,22000,167.735,-44.7,167.935,-44.48,20,,,NZ507621 -,Active,Y,,,,,
unchanged,157,14701,Harbour,4000,NZ507624,NZ507624 - Deep Cove,1,20110527,0,20110527,8000,167.145,-45.4666667,167.1683333,-45.4516667,23,,,NZ507624 -,Active,N,,,,,
current,156,522903,Harbour,4000,NZ507625,South Island - West Coast - Thompson Sound and Doubtful Sound/Patea,1,20110526,1,20190424,22000,166.83167,-45.34667,167.03667,-45.12,,,,,,,,,,,
update,156,569904,,,NZ507625,NZ507625 - Thompson Sound and Doubtful Sound/Patea,1,20110526,2,20200227,22000,166.8316667,-45.3466667,167.0366667,-45.12,20,,,NZ507625 -,Active,N,,,,,
unchanged,126,11501,Harbour,4000,NZ507655,NZ507655 - Breaksea Sound,1,20110224,0,20110224,22000,166.4466667,-45.7083333,166.76,-45.5666667,20,,,NZ507655 -,Active,N,,,,,
unchanged,127,510904,Harbour,4000,NZ507656,NZ507656 - Dusky Sound,1,20110302,2,20190315,22000,166.4466667,-45.835,166.81,-45.7066666,20,,,NZ507656 -,Active,N,,,,,
unchanged,717,620904,Harbour,4000,NZ508215,NZ508215 - Niuatoputapu Harbour,2,,1,20200617,8000,-173.7833333,-15.945,-173.7575,-15.9216667,23,,,NZ508215 -,Active,Y,,,,,
unchanged,709,531903,Harbour,4000,NZ508225,NZ508225 - NEIAFU HARBOUR,3,,1,20190704,8000,-174.0383333,-18.6816667,-173.9775,-18.6391667,23,,,NZ508225 -,Active,Y,,,,,
unchanged,729,530902,Harbour,4000,NZ508277,NZ508277 - Nuku'alofa Harbour,3,,1,20190621,8000,-175.2116667,-21.1441667,-175.15,-21.1025,23,,,NZ508277 -,Active,Y,,,,,
unchanged,597,406902,Harbour,4000,NZ508645,NZ508645 - Salelologa Harbour,2,,2,20180308,8000,-172.2266667,-13.785,-172.1816667,-13.7283333,23,,,NZ508645 -,Active,Y,,,,,
unchanged,812,575904,Harbour,4000,NZ508655,NZ508655 - Apia Harbour,4,,0,20200316,4000,-171.785,-13.8420833,-171.7521667,-13.7983333,24,,,NZ508655 -,Active,Y,,,,,
unchanged,664,401902,Harbour,4000,NZ509451,NZ509451 - Lagoon Entrance,2,,0,20180220,22000,-163.1158084,-13.2644783,-163.0891413,-13.2273113,20,,,NZ509451 -,Active,Y,,,,,
unchanged,673,415902,Harbour,4000,NZ509453,NZ509453 - NZ945 - South Pacific Ocean - Cook Islands - Taruia Passage to Gudgeon Bay,4,,0,20180413,12000,-158.0588333,-8.9833333,-158.0283333,-8.952,22,,,NZ509453 -,Active,Y,,,,,
unchanged,685,434901,Harbour,4000,NZ509558,NZ509558 - Approaches to Avatiu and Avarua Harbours,4,,0,20180605,8000,-159.8024917,-21.21611,-159.7475,-21.1767833,23,,,NZ509558 -,Active,Y,,,,,
unchanged,343,45401,Harbour,4000,NZ514903,NZ514903 - Scott Island,1,,0,20140117,22000,-179.975,-67.4033333,-179.8516667,-67.3533333,20,,,NZ514903 -,Active,Y,,,,,
unchanged,354,47101,Harbour,4000,NZ514961,NZ514961 - Ridley Beach,1,,0,20140210,12000,170.1566667,-71.3166667,170.225,-71.2883333,22,,,NZ514961 -,Active,Y,,,,,
unchanged,352,46901,Harbour,4000,NZ514962,NZ514962 - Seabee Hook,1,,0,20140210,12000,170.1666667,-72.3333333,170.2443333,-72.3,22,,,NZ514962 -,Active,Y,,,,,
unchanged,829,592903,Harbour,8000,NZ523251,NZ523251 - Plans in Lake Taupo (Taupomoana) - Motuoapa Bay,1,,0,20200610,8000,175.86,-38.9333333,175.8883333,-38.9166667,23,,,NZ523251 -,Active,Y,,,,,
unchanged,830,592904,Harbour,12000,NZ523252,NZ523252 - Plans in Lake Taupo (Taupomoana) - Waihi Bay,1,,0,20200610,12000,175.74,-38.96,175.7966667,-38.9266667,21,,,NZ523252 -,Active,Y,,,,,
unchanged,375,395904,Harbour,4000,NZ526831,NZ526831 - Ocean Bay,1,,1,20180124,12000,-176.7966667,-43.8508333,-176.7528333,-43.8196667,22,,,NZ526831 -,Active,Y,,,,,
unchanged,376,395905,Harbour,4000,NZ526832,NZ526832 - Port Hutt_2,1,,1,20180124,8000,-176.7166667,-43.8365,-176.6816667,-43.8058333,23,,,NZ526832 -,Active,N,,,,,
unchanged,337,395909,Harbour,4000,NZ526851,NZ526851 - Kaingaroa Harbour,1,,1,20180124,8000,-176.2825,-43.7383333,-176.2466667,-43.7185,23,,,NZ526851 -,Active,Y,,,,,
unchanged,369,459908,Harbour,4000,NZ526852,NZ526852 - Waitangi Bay,1,,5,20180821,8000,-176.575,-43.955,-176.5316667,-43.9141667,23,,,NZ526852 -,Active,Y,,,,,
unchanged,377,395902,Harbour,4000,NZ526871,NZ526871 - Owenga,1,,1,20180124,8000,-176.38,-44.03,-176.3416667,-44,23,,,NZ526871 -,Active,N,,,,,
unchanged,372,395901,Harbour,4000,NZ526872,NZ526872 - Flower Pot,1,,1,20180124,8000,-176.260833,-44.245,-176.22,-44.215,23,,,NZ526872 -,Active,N,,,,,
unchanged,390,553905,Harbour,4000,NZ546341,NZ546341 - Entrance to Wellington Harbour,3,,3,20191111,12000,174.8051667,-41.365,174.8738333,-41.2941116,22,,,NZ546341 -,Active,Y,,,,,
unchanged,387,55001,Harbour,4000,NZ546343,NZ546343 Point Howard and Seaview Wharves,2,,0,20141216,4000,174.89045,-41.2622833,174.906,-41.2471667,24,,,NZ546343 -,Active,Y,,,,,
unchanged,391,495902,Harbour,4000,NZ546344,NZ546344 - Lambton Harbour,1,,4,20190204,4000,174.7776667,-41.2921834,174.8037834,-41.25245,24,,,NZ546344 -,Active,Y,,,,,
unchanged,388,55101,Harbour,4000,NZ546345,NZ546345 - Evans Bay,1,,0,20141216,4000,174.7968334,-41.31745,174.8232167,-41.2935833,24,,,NZ546345 -,Active,Y,,,,,
unchanged,500,413901,Harbour,4000,NZ551111,NZ551111 - Mangonui Harbour,1,,1,20180329,8000,173.5216667,-34.9933333,173.5416667,-34.975,23,,,NZ551111 -,Active,Y,,,,,
unchanged,502,225901,Harbour,4000,NZ551112,NZ551112 - Whangaruru Harbour,1,,0,20161025,22000,174.2983333,-35.3966667,174.4249999,-35.3133333,20,,,NZ551112 -,Active,Y,,,,,
unchanged,533,273901,Harbour,4000,NZ551131,NZ551131 - Houhora Harbour,1,,0,20170323,22000,173.1166667,-34.8333333,173.1766667,-34.81,20,,,NZ551131 -,Active,Y,,,,,
unchanged,534,274901,Harbour,4000,NZ551132,NZ551132 - Awanui River,1,,0,20170323,12000,173.225,-35.04,173.3166667,-34.9708333,21,,,NZ551132 -,Active,Y,,,,,
unchanged,494,503902,Harbour,4000,NZ552121,NZ552121 - Tutukaka Harbour,1,,2,20190226,12000,174.5235,-35.6265,174.5493333,-35.6065,22,,,NZ552121 -,Active,Y,,,,,
unchanged,495,212901,Harbour,4000,NZ552122,NZ552122 - Whangamumu Harbour,1,,0,20161026,12000,174.2925,-35.2564996,174.3256667,-35.2314999,22,,,NZ552122 -,Active,Y,,,,,
unchanged,704,630902,Harbour,4000,NZ552171,NZ552171 - Northport,1,,2,20200722,4000,174.4769167,-35.8405,174.5108333,-35.827,24,,,NZ552171 -,Active,Y,,,,,
unchanged,720,638902,Harbour,4000,NZ552172,NZ552172 - Portland Reach,1,,1,20200902,8000,174.3455,-35.8041667,174.3758333,-35.7741667,23,,,NZ552172 -,Active,Y,,,,,
unchanged,721,493902,Harbour,4000,NZ552173,NZ552173 - Port Whangarei,1,,1,20190129,8000,174.3233333,-35.77,174.3533334,-35.7216667,23,,,NZ552173 -,Active,Y,,,,,
unchanged,773,632902,Harbour,4000,NZ554121,NZ554121 - Port of Tauranga,1,,1,20200804,8000,176.1216667,-37.6907333,176.1975,-37.5911667,23,,,NZ554121 -,Active,Y,,,,,
unchanged,775,536902,Harbour,4000,NZ554122,NZ554122-Port of Tauranga-Western Channel,1,,0,20190725,12000,176.048334,-37.6579167,176.1216667,-37.6188333,21,,,NZ554122 -,Active,Y,,,,,
unchanged,751,507907,Harbour,4000,NZ561441,NZ561441 - Port Golden Bay (Tarakohe),2,,0,20190522,8000,172.8866667,-40.8276291,172.9033333,-40.815,23,,,NZ561441 -,Active,Y,,,,,
unchanged,715,473906,Harbour,4000,NZ561541,NZ561541 - Tory Channel / Kura Te Au Entrance,3,,0,20181123,8000,174.2783333,-41.2531667,174.3683334,-41.1908333,23,,,NZ561541 -,Active,Y,,,,,
unchanged,714,473904,Harbour,4000,NZ561542,NZ561542 – Picton Harbour,3,,0,20181123,8000,173.9933333,-41.2933333,174.0266667,-41.255,23,,,NZ561542 -,Active,Y,,,,,
unchanged,734,491902,Harbour,4000,NZ562121,NZ562121 - Ingles Bay,2,,0,20190214,8000,173.6916667,-42.419434,173.7166668,-42.4055502,23,,,NZ562121 -,Active,Y,,,,,
unchanged,735,491903,Harbour,4000,NZ562122,NZ562122 - SOUTH BAY,4,,0,20190204,8000,173.6666667,-42.4347167,173.6916667,-42.419434,23,,,NZ562122 -,Active,Y,,,,,
unchanged,89,489903,Harbour,4000,NZ576211,NZ576211 - NZ7621 - South Island - West Coast - Deep Water Basin and Fresh Water Basin,1,20100312,4,20190118,8000,167.9,-44.69,167.9333333,-44.6633333,23,,,NZ576211 -,Active,N,,,,,
update,847,618903,,,NZ576211,NZ576211 - Deepwater Basin and Freshwater Basin,2,,0,20200613,8000,167.9,-44.69,167.9333333,-44.6633333,23,,,NZ576211 -,Active,Y,,,,,
unchanged,155,569902,Harbour,4000,NZ576251,NZ576251 - Patea Passage (Gaol Passage),1,20110526,1,20200227,8000,166.8633334,-45.2933333,166.8933333,-45.275,23,,,NZ576251 -,Active,N,,,,,
unchanged,474,172901,Harbour,4000,NZ576541,NZ576541 - North Port,1,,0,20160701,22000,166.5316664,-45.9933334,166.6033333,-45.9666669,20,,,NZ576541 -,Active,Y,,,,,
unchanged,475,173901,Harbour,4000,NZ576542,NZ576542 - South Port,1,,0,20160701,22000,166.571667,-46.0558335,166.6149999,-46.0133349,20,,,NZ576542 -,Active,Y,,,,,
unchanged,598,406901,Harbour,4000,NZ586451,NZ586451 - Mulifanua Harbour,2,,2,20180307,8000,-172.065,-13.8416667,-172.02,-13.785,23,,,NZ586451 -,Active,Y,,,,,
unchanged,760,509905,Berthing,4000,NZ600232,NZ600232 - Waikato River Entrance,1,,0,20200610,4000,176.055,-38.6933333,176.0716667,-38.68,24,,,NZ600232 -,Active,Y,,,,,
